#\*l [nm]	Flux [mW/m\sp2\ep/nm]
 342.35  4.21309e-14
 342.37  2.63091e-14
 342.38  2.69752e-14
 342.39  2.67493e-14
 342.41  3.33119e-14
 342.42  3.18730e-14
 342.43  4.04277e-14
 342.45  4.06947e-14
 342.46  3.85219e-14
 342.47  4.73417e-14
 342.48  5.22372e-14
 342.50  6.00048e-14
 342.51  6.12696e-14
 342.52  6.80345e-14
 342.54  5.80760e-14
 342.55  8.26244e-14
 342.56  8.80984e-14
 342.58  7.55731e-14
 342.59  8.11917e-14
 342.60  6.65906e-14
 342.61  6.21017e-14
 342.63  5.78839e-14
 342.64  4.45118e-14
 342.65  4.46029e-14
 342.67  3.74721e-14
 342.68  4.66007e-14
 342.69  4.21602e-14
 342.71  3.34836e-14
 342.72  2.26006e-14
 342.73  3.86715e-14
 342.74  4.06690e-14
 342.76  5.91965e-14
 342.77  6.26069e-14
 342.78  7.81281e-14
 342.80  6.69542e-14
 342.81  4.41978e-14
 342.82  4.74035e-14
 342.84  3.60343e-14
 342.85  3.67052e-14
 342.86  4.21788e-14
 342.87  4.32311e-14
 342.89  4.94747e-14
 342.90  6.28323e-14
 342.91  5.34169e-14
 342.93  5.61895e-14
 342.94  6.85286e-14
 342.95  7.41592e-14
 342.97  7.22531e-14
 342.98  8.15645e-14
 342.99  6.62835e-14
 343.00  7.94521e-14
 343.02  8.22548e-14
 343.03  6.58340e-14
 343.04  6.11602e-14
 343.06  5.50478e-14
 343.07  5.76845e-14
 343.08  6.08210e-14
 343.10  6.39748e-14
 343.11  6.71220e-14
 343.12  6.40087e-14
 343.13  6.62288e-14
 343.15  6.20350e-14
 343.16  4.79159e-14
 343.17  3.88606e-14
 343.19  3.98594e-14
 343.20  3.72637e-14
 343.21  3.96786e-14
 343.23  4.77806e-14
 343.24  5.04522e-14
 343.25  4.60791e-14
 343.26  4.60961e-14
 343.28  4.58766e-14
 343.29  4.78167e-14
 343.30  4.27108e-14
 343.32  3.22715e-14
 343.33  2.93382e-14
 343.34  2.16228e-14
 343.36  3.23151e-14
 343.37  2.81060e-14
 343.38  2.45408e-14
 343.39  2.58406e-14
 343.41  3.69061e-14
 343.42  3.99794e-14
 343.43  4.23306e-14
 343.45  5.98850e-14
 343.46  5.36289e-14
 343.47  5.39083e-14
 343.49  5.59650e-14
 343.50  5.19153e-14
 343.51  5.57322e-14
 343.52  6.06347e-14
 343.54  5.90326e-14
 343.55  4.34821e-14
 343.56  5.46457e-14
 343.58  5.66852e-14
 343.59  5.37137e-14
 343.60  4.05394e-14
 343.62  4.29501e-14
 343.63  4.28997e-14
 343.64  6.15552e-14
 343.65  6.23695e-14
 343.67  6.06295e-14
 343.68  4.75717e-14
 343.69  4.20064e-14
 343.71  4.27763e-14
 343.72  3.59234e-14
 343.73  2.94602e-14
 343.75  2.68184e-14
 343.76  3.27098e-14
 343.77  3.88988e-14
 343.78  4.93543e-14
 343.80  5.00395e-14
 343.81  4.40498e-14
