#\*l [nm]	Flux [mW/m\sp2\ep/nm]
  557.46  4.56945e-14
  557.47  4.92007e-14
  557.49  4.50184e-14
  557.50  4.65333e-14
  557.52  4.45395e-14
  557.53  4.60422e-14
  557.55  5.04864e-14
  557.56  4.77424e-14
  557.58  4.61918e-14
  557.59  4.63012e-14
  557.61  3.98432e-14
  557.62  4.40007e-14
  557.64  4.47741e-14
  557.65  5.14708e-14
  557.67  4.97418e-14
  557.68  5.17753e-14
  557.70  4.78992e-14
  557.71  5.92585e-14
  557.73  6.28664e-14
  557.74  6.52918e-14
  557.76  5.15220e-14
  557.77  5.85446e-14
  557.79  5.54366e-14
  557.80  4.89337e-14
  557.82  4.92212e-14
  557.83  4.14049e-14
  557.85  4.62698e-14
  557.86  5.12320e-14
  557.88  4.54846e-14
  557.89  4.24865e-14
  557.91  4.74869e-14
  557.92  4.73208e-14
  557.94  5.04232e-14
  557.95  4.81061e-14
  557.97  5.25454e-14
  557.98  4.79077e-14
  558.00  5.19813e-14
  558.01  5.61477e-14
  558.03  5.24391e-14
  558.04  5.00814e-14
  558.06  4.93368e-14
  558.07  5.49552e-14
  558.09  4.86525e-14
  558.10  5.05461e-14
  558.12  5.01828e-14
  558.13  5.48517e-14
  558.15  4.87926e-14
  558.16  4.55232e-14
  558.18  3.73562e-14
  558.19  3.98772e-14
  558.21  3.90629e-14
  558.22  3.70596e-14
  558.24  4.58461e-14
  558.25  4.92322e-14
  558.27  4.31509e-14
  558.28  4.73210e-14
  558.30  4.68625e-14
  558.31  4.26747e-14
  558.33  4.89993e-14
  558.34  4.57848e-14
  558.36  4.87482e-14
  558.37  4.76523e-14
  558.39  5.03036e-14
  558.40  5.02770e-14
  558.42  5.19796e-14
  558.43  4.92725e-14
  558.45  4.46750e-14
  558.46  4.64764e-14
  558.48  5.22127e-14
  558.49  4.76212e-14
  558.51  5.09066e-14
  558.52  5.10462e-14
  558.54  5.19115e-14
  558.55  4.90345e-14
  558.57  4.93130e-14
  558.58  5.28262e-14
  558.60  5.24336e-14
  558.61  4.78108e-14
  558.63  4.74153e-14
  558.64  4.17262e-14
  558.66  4.46080e-14
  558.67  4.21216e-14
  558.69  3.68274e-14
  558.70  4.25197e-14
  558.72  4.66839e-14
  558.73  4.61533e-14
  558.75  4.37137e-14
  558.76  5.00194e-14
  558.78  4.78590e-14
  558.79  4.69550e-14
  558.81  4.78579e-14
  558.82  4.26539e-14
  558.84  3.57437e-14
  558.85  3.94662e-14
  558.87  3.29146e-14
  558.88  3.17482e-14
  558.90  3.54287e-14
  558.91  3.72805e-14
  558.93  3.81758e-14
  558.94  4.37927e-14
  558.96  4.03045e-14
  558.97  4.07267e-14
  558.99  3.44878e-14
  559.00  3.93666e-14
  559.02  4.23528e-14
